StudentID,PythonScore,JavaScore,DSAScore,MLScore,WebDevScore,CommunicationScore
ST10961,52.59,54.4,58.91,46.23,54.1,63.43
ST10962,53.69,62.84,56.59,41.87,48.06,57.66
ST10963,59.48,56.57,58.99,68.46,63.77,73.79
ST10964,61.54,48.61,66.9,78.0,67.06,53.84
ST10965,51.47,63.8,52.56,72.46,59.44,50.06
ST10966,61.47,44.74,41.55,43.33,58.28,64.24
ST10967,63.6,44.03,52.07,61.57,48.62,63.1
ST10968,70.96,60.96,49.5,48.84,52.9,57.51
ST10969,76.7,60.42,76.47,79.53,62.25,59.69
ST10970,49.03,52.41,50.05,58.87,39.52,50.64
ST10971,54.36,56.15,67.42,38.74,46.49,30.92
ST10972,39.66,34.39,45.37,45.48,52.29,49.15
ST10973,62.49,59.64,51.46,42.55,63.4,74.9
ST10974,77.7,64.5,70.15,60.64,61.06,57.84
ST10975,52.0,57.7,49.68,50.52,43.42,59.65
ST10976,52.3,60.24,64.97,64.24,66.14,61.26
ST10977,63.97,56.18,45.31,63.85,62.47,71.18
ST10978,64.4,51.36,63.94,68.67,66.91,60.4
ST10979,45.4,47.86,60.39,40.73,53.82,54.35
ST10980,62.11,57.83,61.62,54.63,46.15,51.01
ST10981,49.98,62.17,52.89,52.89,57.62,73.57
ST10982,53.21,41.2,49.67,58.82,51.92,32.82
ST10983,53.9,44.46,66.48,68.93,47.39,49.22
ST10984,50.14,50.38,43.09,46.54,38.16,62.96
ST10985,31.39,31.3,49.95,33.34,41.46,48.98
ST10986,65.04,56.76,72.77,57.31,67.65,59.54
ST10987,63.64,55.06,47.94,51.25,44.5,47.42
ST10988,55.29,49.64,74.53,57.88,50.86,57.36
ST10989,64.47,65.58,61.61,65.45,71.89,72.02
ST10990,48.1,55.13,42.07,42.74,40.85,52.87
ST10991,51.45,37.44,50.9,48.23,60.22,47.14
ST10992,58.98,47.17,42.54,60.68,51.81,69.2
ST10993,42.63,42.8,55.4,54.47,47.59,76.04
ST10994,49.7,41.79,44.92,48.47,64.09,53.45
ST10995,66.19,56.26,62.81,55.32,56.88,58.24
ST10996,40.57,40.66,48.9,61.57,32.78,31.87
ST10997,54.21,64.57,57.73,44.8,56.96,45.46
ST10998,67.95,59.39,62.97,63.97,63.99,56.22
ST10999,68.69,66.79,47.22,57.35,51.78,53.27
ST11000,72.72,59.15,65.51,67.49,65.47,69.93
