StudentID,Semester,AttendancePercentage
ST10636,1,81.58
ST10636,2,71.54
ST10636,3,92.84
ST10636,4,75.93
ST10637,1,84.25
ST10637,2,64.88
ST10637,3,66.84
ST10637,4,100.0
ST10638,1,75.93
ST10638,2,65.79
ST10638,3,68.22
ST10638,4,80.56
ST10639,1,74.92
ST10639,2,84.14
ST10639,3,65.11
ST10639,4,75.23
ST10640,1,68.33
ST10640,2,81.07
ST10640,3,77.68
ST10640,4,80.27
ST10641,1,75.99
ST10641,2,94.25
ST10641,3,94.56
ST10641,4,72.33
ST10642,1,94.95
ST10642,2,78.23
ST10642,3,86.83
ST10642,4,67.46
ST10643,1,87.0
ST10643,2,69.42
ST10643,3,88.29
ST10643,4,100.0
ST10644,1,87.04
ST10644,2,95.88
ST10644,3,73.4
ST10644,4,100.0
ST10645,1,70.7
ST10645,2,83.18
ST10645,3,92.98
ST10645,4,70.44
ST10646,1,85.69
ST10646,2,83.18
ST10646,3,88.25
ST10646,4,79.71
ST10647,1,80.7
ST10647,2,87.25
ST10647,3,86.71
ST10647,4,54.51
ST10648,1,79.79
ST10648,2,82.26
ST10648,3,56.88
ST10648,4,70.82
ST10649,1,53.36
ST10649,2,59.19
ST10649,3,91.99
ST10649,4,73.96
ST10650,1,83.46
ST10650,2,73.68
ST10650,3,84.91
ST10650,4,80.2
ST10651,1,84.42
ST10651,2,89.47
ST10651,3,81.27
ST10651,4,95.13
ST10652,1,84.39
ST10652,2,80.14
ST10652,3,94.42
ST10652,4,81.17
ST10653,1,69.94
ST10653,2,77.59
ST10653,3,91.84
ST10653,4,92.16
ST10654,1,71.9
ST10654,2,89.56
ST10654,3,90.67
ST10654,4,68.49
ST10655,1,69.86
ST10655,2,85.21
ST10655,3,73.28
ST10655,4,87.36
ST10656,1,91.86
ST10656,2,79.7
ST10656,3,87.35
ST10656,4,71.2
ST10657,1,82.36
ST10657,2,91.04
ST10657,3,77.83
ST10657,4,80.97
ST10658,1,100.0
ST10658,2,88.01
ST10658,3,73.03
ST10658,4,77.75
ST10659,1,69.74
ST10659,2,68.91
ST10659,3,80.56
ST10659,4,67.38
ST10660,1,100.0
ST10660,2,87.86
ST10660,3,88.08
ST10660,4,82.57
ST10661,1,93.88
ST10661,2,82.49
ST10661,3,94.83
ST10661,4,98.94
ST10662,1,85.05
ST10662,2,67.1
ST10662,3,78.07
ST10662,4,84.03
ST10663,1,80.27
ST10663,2,85.35
ST10663,3,74.81
ST10663,4,81.65
ST10664,1,69.95
ST10664,2,85.3
ST10664,3,77.61
ST10664,4,62.45
ST10665,1,84.05
ST10665,2,78.74
ST10665,3,70.9
ST10665,4,78.66
ST10666,1,89.28
ST10666,2,75.59
ST10666,3,84.56
ST10666,4,68.97
ST10667,1,65.94
ST10667,2,69.36
ST10667,3,77.44
ST10667,4,85.8
ST10668,1,80.71
ST10668,2,100.0
ST10668,3,75.83
ST10668,4,77.18
ST10669,1,91.32
ST10669,2,85.26
ST10669,3,80.53
ST10669,4,75.44
ST10670,1,97.11
ST10670,2,88.97
ST10670,3,67.8
ST10670,4,91.19
ST10671,1,80.87
ST10671,2,70.07
ST10671,3,82.37
ST10671,4,69.1
ST10672,1,64.18
ST10672,2,77.55
ST10672,3,77.58
ST10672,4,77.0
ST10673,1,89.45
ST10673,2,69.43
ST10673,3,79.63
ST10673,4,81.88
ST10674,1,86.92
ST10674,2,69.94
ST10674,3,56.52
ST10674,4,82.8
ST10675,1,68.8
ST10675,2,98.61
ST10675,3,83.02
ST10675,4,94.27
ST10676,1,97.96
ST10676,2,90.95
ST10676,3,88.04
ST10676,4,89.05
ST10677,1,87.69
ST10677,2,65.87
ST10677,3,88.74
ST10677,4,60.79
ST10678,1,94.51
ST10678,2,85.22
ST10678,3,100.0
ST10678,4,92.43
ST10679,1,73.38
ST10679,2,89.45
ST10679,3,72.76
ST10679,4,93.48
ST10680,1,76.17
ST10680,2,76.47
ST10680,3,93.28
ST10680,4,74.23
ST10681,1,71.04
ST10681,2,86.29
ST10681,3,66.67
ST10681,4,79.98
ST10682,1,87.87
ST10682,2,67.7
ST10682,3,82.57
ST10682,4,80.36
ST10683,1,75.42
ST10683,2,68.69
ST10683,3,75.22
ST10683,4,83.67
ST10684,1,96.82
ST10684,2,88.89
ST10684,3,84.82
ST10684,4,85.41
ST10685,1,65.25
ST10685,2,84.88
ST10685,3,85.97
ST10685,4,64.5
ST10686,1,71.43
ST10686,2,72.64
ST10686,3,87.18
ST10686,4,78.68
ST10687,1,78.78
ST10687,2,75.81
ST10687,3,84.26
ST10687,4,84.35
ST10688,1,82.89
ST10688,2,77.23
ST10688,3,88.62
ST10688,4,98.19
ST10689,1,90.05
ST10689,2,75.36
ST10689,3,88.46
ST10689,4,71.51
ST10690,1,75.06
ST10690,2,79.29
ST10690,3,100.0
ST10690,4,88.45
ST10691,1,78.24
ST10691,2,72.74
ST10691,3,96.32
ST10691,4,86.78
ST10692,1,75.68
ST10692,2,61.84
ST10692,3,86.95
ST10692,4,82.91
ST10693,1,70.07
ST10693,2,95.9
ST10693,3,81.24
ST10693,4,80.62
ST10694,1,83.77
ST10694,2,77.88
ST10694,3,91.76
ST10694,4,87.76
ST10695,1,77.21
ST10695,2,93.15
ST10695,3,86.9
ST10695,4,68.45
ST10696,1,88.18
ST10696,2,88.58
ST10696,3,80.29
ST10696,4,92.07
ST10697,1,81.95
ST10697,2,66.8
ST10697,3,78.64
ST10697,4,85.21
ST10698,1,74.83
ST10698,2,90.4
ST10698,3,92.39
ST10698,4,100.0
ST10699,1,95.04
ST10699,2,83.42
ST10699,3,82.42
ST10699,4,77.22
ST10700,1,84.97
ST10700,2,93.79
ST10700,3,68.56
ST10700,4,85.29
ST10701,1,79.38
ST10701,2,86.35
ST10701,3,90.86
ST10701,4,66.86
ST10702,1,96.13
ST10702,2,91.08
ST10702,3,91.9
ST10702,4,72.94
ST10703,1,68.76
ST10703,2,87.15
ST10703,3,69.0
ST10703,4,79.88
ST10704,1,61.14
ST10704,2,78.79
ST10704,3,79.29
ST10704,4,76.91
ST10705,1,76.4
ST10705,2,93.98
ST10705,3,76.37
ST10705,4,63.1
ST10706,1,85.36
ST10706,2,68.65
ST10706,3,70.82
ST10706,4,83.18
ST10707,1,82.26
ST10707,2,81.98
ST10707,3,94.27
ST10707,4,82.35
ST10708,1,79.29
ST10708,2,55.42
ST10708,3,68.38
ST10708,4,84.33
ST10709,1,76.0
ST10709,2,82.58
ST10709,3,68.39
ST10709,4,68.51
ST10710,1,93.26
ST10710,2,84.27
ST10710,3,83.44
ST10710,4,81.55
ST10711,1,77.47
ST10711,2,79.95
ST10711,3,84.24
ST10711,4,66.53
ST10712,1,75.19
ST10712,2,88.05
ST10712,3,93.21
ST10712,4,82.03
ST10713,1,75.28
ST10713,2,88.81
ST10713,3,88.17
ST10713,4,80.03
ST10714,1,97.79
ST10714,2,100.0
ST10714,3,72.77
ST10714,4,85.37
ST10715,1,99.4
ST10715,2,74.33
ST10715,3,80.94
ST10715,4,91.09
ST10716,1,81.0
ST10716,2,82.64
ST10716,3,73.4
ST10716,4,80.2
ST10717,1,88.41
ST10717,2,92.44
ST10717,3,89.21
ST10717,4,77.14
ST10718,1,79.28
ST10718,2,96.02
ST10718,3,87.35
ST10718,4,79.65
ST10719,1,67.01
ST10719,2,76.06
ST10719,3,78.03
ST10719,4,77.41
ST10720,1,80.58
ST10720,2,84.53
ST10720,3,91.83
ST10720,4,83.53
ST10721,1,80.13
ST10721,2,70.37
ST10721,3,76.84
ST10721,4,59.42
ST10722,1,89.32
ST10722,2,75.55
ST10722,3,74.99
ST10722,4,78.48
ST10723,1,100.0
ST10723,2,84.83
ST10723,3,78.71
ST10723,4,89.17
ST10724,1,64.55
ST10724,2,100.0
ST10724,3,87.04
ST10724,4,80.72
ST10725,1,76.42
ST10725,2,85.0
ST10725,3,95.67
ST10725,4,84.51
ST10726,1,90.45
ST10726,2,68.57
ST10726,3,65.26
ST10726,4,72.71
ST10727,1,94.11
ST10727,2,85.33
ST10727,3,100.0
ST10727,4,81.12
ST10728,1,80.04
ST10728,2,82.91
ST10728,3,83.35
ST10728,4,66.86
ST10729,1,65.61
ST10729,2,79.89
ST10729,3,100.0
ST10729,4,69.46
ST10730,1,80.18
ST10730,2,95.25
ST10730,3,95.02
ST10730,4,79.11
ST10731,1,92.31
ST10731,2,73.75
ST10731,3,74.67
ST10731,4,93.0
ST10732,1,73.34
ST10732,2,72.25
ST10732,3,76.42
ST10732,4,77.36
ST10733,1,72.77
ST10733,2,88.49
ST10733,3,89.27
ST10733,4,82.53
ST10734,1,75.7
ST10734,2,84.69
ST10734,3,88.21
ST10734,4,73.81
ST10735,1,88.79
ST10735,2,96.34
ST10735,3,85.01
ST10735,4,81.63
ST10736,1,91.98
ST10736,2,81.08
ST10736,3,100.0
ST10736,4,79.56
ST10737,1,76.67
ST10737,2,96.0
ST10737,3,78.02
ST10737,4,87.39
ST10738,1,71.5
ST10738,2,78.51
ST10738,3,87.09
ST10738,4,76.99
ST10739,1,91.17
ST10739,2,63.38
ST10739,3,72.52
ST10739,4,87.81
ST10740,1,81.1
ST10740,2,57.62
ST10740,3,81.6
ST10740,4,88.82
ST10741,1,64.72
ST10741,2,75.25
ST10741,3,60.58
ST10741,4,76.36
ST10742,1,73.36
ST10742,2,73.15
ST10742,3,94.2
ST10742,4,67.51
ST10743,1,82.08
ST10743,2,82.31
ST10743,3,68.86
ST10743,4,81.44
ST10744,1,76.95
ST10744,2,88.24
ST10744,3,66.84
ST10744,4,62.15
ST10745,1,81.55
ST10745,2,90.26
ST10745,3,75.74
ST10745,4,57.82
ST10746,1,94.4
ST10746,2,92.47
ST10746,3,77.9
ST10746,4,71.9
ST10747,1,85.56
ST10747,2,59.7
ST10747,3,88.77
ST10747,4,97.52
ST10748,1,88.7
ST10748,2,76.83
ST10748,3,87.92
ST10748,4,77.06
ST10749,1,77.87
ST10749,2,74.85
ST10749,3,71.11
ST10749,4,89.15
ST10750,1,94.93
ST10750,2,77.89
ST10750,3,79.81
ST10750,4,70.54
ST10751,1,76.53
ST10751,2,85.76
ST10751,3,92.06
ST10751,4,82.33
ST10752,1,84.65
ST10752,2,82.83
ST10752,3,76.15
ST10752,4,64.75
ST10753,1,87.85
ST10753,2,86.18
ST10753,3,80.55
ST10753,4,81.25
ST10754,1,89.68
ST10754,2,72.3
ST10754,3,78.76
ST10754,4,83.77
ST10755,1,88.1
ST10755,2,74.92
ST10755,3,79.01
ST10755,4,90.51
ST10756,1,84.75
ST10756,2,80.03
ST10756,3,100.0
ST10756,4,85.99
ST10757,1,91.48
ST10757,2,76.31
ST10757,3,90.89
ST10757,4,78.37
ST10758,1,90.65
ST10758,2,84.02
ST10758,3,79.39
ST10758,4,96.44
ST10759,1,89.89
ST10759,2,83.95
ST10759,3,70.52
ST10759,4,67.25
ST10760,1,75.02
ST10760,2,96.2
ST10760,3,84.39
ST10760,4,89.93
ST10761,1,75.68
ST10761,2,69.32
ST10761,3,82.75
ST10761,4,99.9
ST10762,1,75.21
ST10762,2,59.15
ST10762,3,64.04
ST10762,4,83.03
ST10763,1,66.65
ST10763,2,73.53
ST10763,3,80.45
ST10763,4,57.21
ST10764,1,89.61
ST10764,2,66.83
ST10764,3,70.96
ST10764,4,73.28
ST10765,1,71.05
ST10765,2,92.71
ST10765,3,94.42
ST10765,4,76.98
ST10766,1,83.53
ST10766,2,76.14
ST10766,3,70.73
ST10766,4,71.64
ST10767,1,66.49
ST10767,2,70.81
ST10767,3,94.06
ST10767,4,67.63
ST10768,1,49.37
ST10768,2,76.3
ST10768,3,65.03
ST10768,4,81.63
ST10769,1,87.86
ST10769,2,83.15
ST10769,3,78.12
ST10769,4,77.32
ST10770,1,79.8
ST10770,2,77.45
ST10770,3,87.7
ST10770,4,100.0
ST10771,1,85.15
ST10771,2,69.51
ST10771,3,85.4
ST10771,4,100.0
ST10772,1,80.16
ST10772,2,90.09
ST10772,3,77.32
ST10772,4,75.74
ST10773,1,79.56
ST10773,2,69.22
ST10773,3,79.35
ST10773,4,88.59
ST10774,1,85.68
ST10774,2,99.04
ST10774,3,89.89
ST10774,4,76.47
ST10775,1,98.24
ST10775,2,78.85
ST10775,3,51.0
ST10775,4,75.64
ST10776,1,74.2
ST10776,2,95.86
ST10776,3,79.59
ST10776,4,81.19
ST10777,1,81.86
ST10777,2,71.25
ST10777,3,86.23
ST10777,4,75.4
ST10778,1,85.18
ST10778,2,70.3
ST10778,3,78.65
ST10778,4,79.42
ST10779,1,81.58
ST10779,2,96.06
ST10779,3,77.62
ST10779,4,61.22
ST10780,1,87.98
ST10780,2,84.11
ST10780,3,64.42
ST10780,4,74.84
ST10781,1,86.09
ST10781,2,77.44
ST10781,3,70.11
ST10781,4,88.39
ST10782,1,83.39
ST10782,2,56.4
ST10782,3,100.0
ST10782,4,68.45
ST10783,1,75.56
ST10783,2,72.63
ST10783,3,88.48
ST10783,4,88.67
ST10784,1,89.58
ST10784,2,53.73
ST10784,3,72.73
ST10784,4,93.11
ST10785,1,92.69
ST10785,2,85.09
ST10785,3,56.23
ST10785,4,80.41
ST10786,1,57.75
ST10786,2,77.51
ST10786,3,90.03
ST10786,4,85.71
ST10787,1,85.0
ST10787,2,91.66
ST10787,3,59.25
ST10787,4,69.17
ST10788,1,80.79
ST10788,2,72.34
ST10788,3,74.95
ST10788,4,80.54
ST10789,1,75.52
ST10789,2,65.52
ST10789,3,83.82
ST10789,4,66.34
ST10790,1,80.18
ST10790,2,71.8
ST10790,3,76.74
ST10790,4,75.99
ST10791,1,75.64
ST10791,2,80.83
ST10791,3,74.78
ST10791,4,80.37
ST10792,1,78.7
ST10792,2,93.25
ST10792,3,73.71
ST10792,4,79.13
ST10793,1,80.83
ST10793,2,73.83
ST10793,3,83.18
ST10793,4,85.01
ST10794,1,84.72
ST10794,2,84.45
ST10794,3,84.45
ST10794,4,73.44
ST10795,1,84.71
ST10795,2,74.29
ST10795,3,81.18
ST10795,4,73.42
ST10796,1,77.54
ST10796,2,72.94
ST10796,3,75.87
ST10796,4,72.56
ST10797,1,87.13
ST10797,2,75.97
ST10797,3,78.43
ST10797,4,70.23
ST10798,1,82.46
ST10798,2,94.82
ST10798,3,91.08
ST10798,4,78.84
ST10799,1,70.51
ST10799,2,60.5
ST10799,3,56.56
ST10799,4,72.03
ST10800,1,68.27
ST10800,2,100.0
ST10800,3,85.98
ST10800,4,79.39
ST10801,1,87.98
ST10801,2,74.48
ST10801,3,66.14
ST10801,4,72.73
ST10802,1,82.99
ST10802,2,69.92
ST10802,3,82.73
ST10802,4,83.22
ST10803,1,86.57
ST10803,2,90.42
ST10803,3,78.17
ST10803,4,71.62
ST10804,1,98.62
ST10804,2,78.47
ST10804,3,83.04
ST10804,4,63.35
ST10805,1,94.44
ST10805,2,86.1
ST10805,3,89.69
ST10805,4,87.33
ST10806,1,86.49
ST10806,2,90.79
ST10806,3,89.26
ST10806,4,71.46
ST10807,1,78.99
ST10807,2,80.44
ST10807,3,92.96
ST10807,4,99.17
ST10808,1,73.23
ST10808,2,92.01
ST10808,3,86.72
ST10808,4,88.12
ST10809,1,93.32
ST10809,2,78.24
ST10809,3,67.57
ST10809,4,76.53
ST10810,1,77.5
ST10810,2,89.27
ST10810,3,71.85
ST10810,4,66.58
ST10811,1,83.77
ST10811,2,83.88
ST10811,3,78.66
ST10811,4,89.64
ST10812,1,89.47
ST10812,2,64.23
ST10812,3,80.69
ST10812,4,64.02
ST10813,1,82.29
ST10813,2,83.83
ST10813,3,68.01
ST10813,4,82.96
ST10814,1,82.65
ST10814,2,61.86
ST10814,3,86.38
ST10814,4,66.67
ST10815,1,73.97
ST10815,2,67.41
ST10815,3,83.04
ST10815,4,65.65
ST10816,1,71.09
ST10816,2,80.68
ST10816,3,77.16
ST10816,4,77.65
ST10817,1,100.0
ST10817,2,93.97
ST10817,3,77.41
ST10817,4,87.79
ST10818,1,82.8
ST10818,2,73.14
ST10818,3,85.57
ST10818,4,88.56
ST10819,1,76.74
ST10819,2,97.5
ST10819,3,83.13
ST10819,4,98.15
ST10820,1,73.91
ST10820,2,87.75
ST10820,3,83.96
ST10820,4,76.12
ST10821,1,81.68
ST10821,2,74.84
ST10821,3,81.0
ST10821,4,70.2
ST10822,1,83.76
ST10822,2,70.43
ST10822,3,89.66
ST10822,4,78.29
ST10823,1,66.11
ST10823,2,97.46
ST10823,3,79.32
ST10823,4,76.23
ST10824,1,90.66
ST10824,2,95.92
ST10824,3,78.61
ST10824,4,69.65
ST10825,1,77.15
ST10825,2,69.03
ST10825,3,74.43
ST10825,4,83.09
ST10826,1,97.29
ST10826,2,97.45
ST10826,3,91.4
ST10826,4,95.66
ST10827,1,57.23
ST10827,2,85.69
ST10827,3,89.62
ST10827,4,75.0
ST10828,1,78.53
ST10828,2,75.56
ST10828,3,92.19
ST10828,4,81.65
ST10829,1,96.14
ST10829,2,85.3
ST10829,3,65.95
ST10829,4,86.06
ST10830,1,85.38
ST10830,2,59.3
ST10830,3,90.84
ST10830,4,86.22
ST10831,1,60.26
ST10831,2,69.06
ST10831,3,76.14
ST10831,4,76.18
ST10832,1,91.79
ST10832,2,64.14
ST10832,3,82.38
ST10832,4,75.92
ST10833,1,91.05
ST10833,2,76.7
ST10833,3,92.55
ST10833,4,74.59
ST10834,1,83.35
ST10834,2,99.32
ST10834,3,79.49
ST10834,4,79.43
ST10835,1,73.61
ST10835,2,76.96
ST10835,3,97.58
ST10835,4,84.53
ST10836,1,77.36
ST10836,2,79.12
ST10836,3,65.73
ST10836,4,93.72
ST10837,1,65.09
ST10837,2,99.29
ST10837,3,83.2
ST10837,4,75.3
ST10838,1,59.98
ST10838,2,75.4
ST10838,3,68.7
ST10838,4,64.8
ST10839,1,82.21
ST10839,2,87.5
ST10839,3,84.37
ST10839,4,86.87
ST10840,1,89.85
ST10840,2,53.93
ST10840,3,68.36
ST10840,4,86.27
ST10841,1,81.19
ST10841,2,81.23
ST10841,3,87.51
ST10841,4,85.82
ST10842,1,87.27
ST10842,2,67.63
ST10842,3,81.71
ST10842,4,78.39
ST10843,1,79.95
ST10843,2,93.65
ST10843,3,83.45
ST10843,4,81.77
ST10844,1,80.96
ST10844,2,73.83
ST10844,3,70.81
ST10844,4,77.65
ST10845,1,98.02
ST10845,2,82.73
ST10845,3,83.56
ST10845,4,74.45
ST10846,1,80.33
ST10846,2,90.38
ST10846,3,86.16
ST10846,4,82.17
ST10847,1,72.29
ST10847,2,65.43
ST10847,3,79.07
ST10847,4,72.41
ST10848,1,95.83
ST10848,2,79.05
ST10848,3,75.74
ST10848,4,75.69
ST10849,1,86.5
ST10849,2,96.09
ST10849,3,62.32
ST10849,4,82.33
ST10850,1,67.41
ST10850,2,52.36
ST10850,3,72.49
ST10850,4,82.99
ST10851,1,70.9
ST10851,2,87.52
ST10851,3,72.64
ST10851,4,68.4
ST10852,1,84.74
ST10852,2,73.56
ST10852,3,75.0
ST10852,4,70.59
ST10853,1,90.81
ST10853,2,75.81
ST10853,3,74.58
ST10853,4,84.89
ST10854,1,80.5
ST10854,2,63.5
ST10854,3,93.09
ST10854,4,89.25
ST10855,1,87.92
ST10855,2,85.45
ST10855,3,77.15
ST10855,4,73.14
ST10856,1,66.35
ST10856,2,91.19
ST10856,3,80.44
ST10856,4,100.0
ST10857,1,81.85
ST10857,2,90.11
ST10857,3,94.0
ST10857,4,83.72
ST10858,1,78.33
ST10858,2,60.1
ST10858,3,70.03
ST10858,4,70.78
ST10859,1,73.7
ST10859,2,96.46
ST10859,3,80.53
ST10859,4,87.38
ST10860,1,83.47
ST10860,2,64.62
ST10860,3,80.55
ST10860,4,94.94
ST10861,1,70.8
ST10861,2,91.12
ST10861,3,86.39
ST10861,4,78.94
ST10862,1,63.24
ST10862,2,100.0
ST10862,3,76.35
ST10862,4,100.0
ST10863,1,90.47
ST10863,2,76.72
ST10863,3,87.63
ST10863,4,63.5
ST10864,1,83.96
ST10864,2,100.0
ST10864,3,66.89
ST10864,4,77.55
ST10865,1,82.16
ST10865,2,88.7
ST10865,3,94.9
ST10865,4,72.11
ST10866,1,97.33
ST10866,2,84.31
ST10866,3,84.41
ST10866,4,82.23
ST10867,1,92.31
ST10867,2,74.77
ST10867,3,74.7
ST10867,4,74.55
ST10868,1,77.67
ST10868,2,85.31
ST10868,3,78.1
ST10868,4,81.07
ST10869,1,89.06
ST10869,2,73.27
ST10869,3,76.1
ST10869,4,64.44
ST10870,1,90.5
ST10870,2,68.94
ST10870,3,89.58
ST10870,4,87.29
ST10871,1,87.79
ST10871,2,79.95
ST10871,3,100.0
ST10871,4,100.0
ST10872,1,81.58
ST10872,2,76.68
ST10872,3,100.0
ST10872,4,66.42
ST10873,1,86.31
ST10873,2,83.53
ST10873,3,83.78
ST10873,4,76.79
ST10874,1,84.87
ST10874,2,70.89
ST10874,3,100.0
ST10874,4,57.85
ST10875,1,78.88
ST10875,2,64.42
ST10875,3,61.06
ST10875,4,68.59
ST10876,1,88.76
ST10876,2,99.03
ST10876,3,78.68
ST10876,4,99.69
ST10877,1,74.61
ST10877,2,88.6
ST10877,3,81.4
ST10877,4,71.65
ST10878,1,61.08
ST10878,2,68.94
ST10878,3,91.85
ST10878,4,98.47
ST10879,1,92.07
ST10879,2,100.0
ST10879,3,80.31
ST10879,4,83.68
ST10880,1,75.36
ST10880,2,71.48
ST10880,3,87.69
ST10880,4,75.44
ST10881,1,94.71
ST10881,2,83.02
ST10881,3,76.51
ST10881,4,90.04
ST10882,1,75.88
ST10882,2,85.25
ST10882,3,86.25
ST10882,4,87.77
ST10883,1,97.25
ST10883,2,81.13
ST10883,3,96.52
ST10883,4,80.46
ST10884,1,89.41
ST10884,2,73.04
ST10884,3,88.54
ST10884,4,62.24
ST10885,1,85.76
ST10885,2,68.45
ST10885,3,79.15
ST10885,4,98.49
ST10886,1,82.64
ST10886,2,100.0
ST10886,3,79.73
ST10886,4,65.94
ST10887,1,75.36
ST10887,2,86.22
ST10887,3,78.53
ST10887,4,67.29
ST10888,1,84.36
ST10888,2,72.09
ST10888,3,69.28
ST10888,4,81.86
ST10889,1,76.71
ST10889,2,87.68
ST10889,3,64.89
ST10889,4,79.39
ST10890,1,89.9
ST10890,2,95.31
ST10890,3,99.43
ST10890,4,86.5
ST10891,1,72.29
ST10891,2,90.9
ST10891,3,80.46
ST10891,4,85.25
ST10892,1,69.86
ST10892,2,90.95
ST10892,3,73.29
ST10892,4,86.42
ST10893,1,65.62
ST10893,2,74.42
ST10893,3,75.6
ST10893,4,94.11
ST10894,1,81.41
ST10894,2,94.42
ST10894,3,86.89
ST10894,4,77.18
ST10895,1,66.62
ST10895,2,72.45
ST10895,3,76.87
ST10895,4,92.13
ST10896,1,87.91
ST10896,2,87.75
ST10896,3,71.58
ST10896,4,93.26
ST10897,1,82.7
ST10897,2,85.49
ST10897,3,88.08
ST10897,4,87.1
ST10898,1,86.52
ST10898,2,67.1
ST10898,3,74.01
ST10898,4,88.64
ST10899,1,90.42
ST10899,2,68.5
ST10899,3,79.67
ST10899,4,68.39
ST10900,1,83.87
ST10900,2,95.46
ST10900,3,83.32
ST10900,4,89.5
ST10901,1,96.17
ST10901,2,83.01
ST10901,3,74.34
ST10901,4,95.64
ST10902,1,86.1
ST10902,2,72.0
ST10902,3,70.25
ST10902,4,100.0
ST10903,1,87.29
ST10903,2,77.15
ST10903,3,64.48
ST10903,4,87.7
ST10904,1,66.64
ST10904,2,70.31
ST10904,3,82.31
ST10904,4,95.48
ST10905,1,88.82
ST10905,2,81.33
ST10905,3,90.04
ST10905,4,76.24
ST10906,1,78.82
ST10906,2,100.0
ST10906,3,80.32
ST10906,4,79.62
ST10907,1,84.42
ST10907,2,74.46
ST10907,3,81.84
ST10907,4,62.4
ST10908,1,80.68
ST10908,2,90.59
ST10908,3,91.49
ST10908,4,88.81
ST10909,1,78.66
ST10909,2,87.7
ST10909,3,76.06
ST10909,4,82.18
ST10910,1,71.4
ST10910,2,60.81
ST10910,3,85.4
ST10910,4,85.59
ST10911,1,82.63
ST10911,2,92.15
ST10911,3,78.3
ST10911,4,68.36
ST10912,1,76.6
ST10912,2,89.44
ST10912,3,78.89
ST10912,4,82.76
ST10913,1,85.52
ST10913,2,63.32
ST10913,3,77.87
ST10913,4,71.71
ST10914,1,92.45
ST10914,2,81.35
ST10914,3,80.81
ST10914,4,74.14
ST10915,1,74.4
ST10915,2,63.86
ST10915,3,96.14
ST10915,4,58.42
ST10916,1,76.8
ST10916,2,76.66
ST10916,3,79.0
ST10916,4,81.65
ST10917,1,88.6
ST10917,2,92.14
ST10917,3,61.75
ST10917,4,69.34
ST10918,1,72.16
ST10918,2,78.54
ST10918,3,74.21
ST10918,4,82.57
ST10919,1,89.16
ST10919,2,79.66
ST10919,3,70.29
ST10919,4,83.52
ST10920,1,94.42
ST10920,2,81.68
ST10920,3,97.88
ST10920,4,91.93
ST10921,1,76.34
ST10921,2,67.5
ST10921,3,82.01
ST10921,4,85.31
ST10922,1,77.65
ST10922,2,83.58
ST10922,3,57.93
ST10922,4,96.54
ST10923,1,76.7
ST10923,2,71.24
ST10923,3,76.8
ST10923,4,76.15
ST10924,1,85.2
ST10924,2,92.0
ST10924,3,84.66
ST10924,4,72.01
ST10925,1,70.04
ST10925,2,72.4
ST10925,3,78.92
ST10925,4,77.26
ST10926,1,76.93
ST10926,2,76.9
ST10926,3,72.15
ST10926,4,80.63
ST10927,1,81.68
ST10927,2,67.12
ST10927,3,86.49
ST10927,4,89.53
ST10928,1,83.05
ST10928,2,73.14
ST10928,3,81.3
ST10928,4,87.52
ST10929,1,70.96
ST10929,2,77.51
ST10929,3,68.92
ST10929,4,91.57
ST10930,1,73.86
ST10930,2,99.93
ST10930,3,90.62
ST10930,4,78.7
ST10931,1,71.04
ST10931,2,81.81
ST10931,3,72.96
ST10931,4,71.84
ST10932,1,64.34
ST10932,2,69.18
ST10932,3,79.67
ST10932,4,76.41
ST10933,1,91.23
ST10933,2,82.33
ST10933,3,82.44
ST10933,4,62.58
ST10934,1,79.24
ST10934,2,83.89
ST10934,3,83.51
ST10934,4,83.3
ST10935,1,84.54
ST10935,2,100.0
ST10935,3,88.21
ST10935,4,86.32
ST10936,1,72.07
ST10936,2,79.23
ST10936,3,78.36
ST10936,4,74.44
ST10937,1,76.54
ST10937,2,58.1
ST10937,3,78.76
ST10937,4,83.41
ST10938,1,74.23
ST10938,2,61.8
ST10938,3,100.0
ST10938,4,79.78
ST10939,1,77.22
ST10939,2,78.43
ST10939,3,69.89
ST10939,4,82.32
ST10940,1,71.23
ST10940,2,75.26
ST10940,3,79.5
ST10940,4,95.89
ST10941,1,69.86
ST10941,2,84.47
ST10941,3,86.2
ST10941,4,77.49
ST10942,1,87.0
ST10942,2,98.5
ST10942,3,77.18
ST10942,4,71.08
ST10943,1,81.54
ST10943,2,75.07
ST10943,3,92.4
ST10943,4,78.48
ST10944,1,87.96
ST10944,2,68.01
ST10944,3,83.06
ST10944,4,79.09
ST10945,1,71.56
ST10945,2,80.43
ST10945,3,79.01
ST10945,4,79.94
ST10946,1,64.85
ST10946,2,77.65
ST10946,3,91.1
ST10946,4,90.77
ST10947,1,95.0
ST10947,2,84.69
ST10947,3,92.05
ST10947,4,80.03
ST10948,1,83.12
ST10948,2,91.13
ST10948,3,100.0
ST10948,4,90.05
ST10949,1,83.78
ST10949,2,81.71
ST10949,3,68.14
ST10949,4,99.46
ST10950,1,87.21
ST10950,2,87.79
ST10950,3,80.21
ST10950,4,71.13
ST10951,1,87.76
ST10951,2,83.4
ST10951,3,68.35
ST10951,4,85.06
ST10952,1,76.24
ST10952,2,52.19
ST10952,3,88.8
ST10952,4,96.8
ST10953,1,86.2
ST10953,2,79.77
ST10953,3,72.51
